inspection_id,inspection_date,inspector,facility_type,past_fail,past_critical,past_serious,years_since_last,age_at_inspection,tobacco_license,alcohol_license,daily_high_temp,burglary_intensity,sanitation_complaints,garbage_requests,critical_found
679487,2012-03-09,orange,Restaurant,0,0,0,2,6.063013698630137,FALSE,FALSE,64.81333333333333,19.952470313597427,13.159532636221329,2.965322823077558,0
679489,2012-03-12,green,Restaurant,0,0,0,2,2.96986301369863,FALSE,TRUE,57.04,25.169250126981254,31.932743392133144,2.7150872887108206,0
679490,2012-04-03,orange,Restaurant,0,0,0,2,5.383561643835616,FALSE,FALSE,53.04,14.690760057730976,14.249436307676268,19.12908253048577,0
679494,2012-03-26,orange,Restaurant,0,0,0,0.4383561643835616,1.7753424657534247,FALSE,FALSE,59.14666666666667,49.557211830738225,14.217700070435864,0.0431430522335059,0
679496,2012-04-04,orange,Restaurant,0,0,0,0.5726027397260274,4.252054794520548,FALSE,FALSE,58.32333333333333,41.6660092906938,14.267364216297603,32.98745623559191,0
679498,2012-03-15,blue,Restaurant,0,0,0,2,5.164383561643835,FALSE,FALSE,70.14333333333333,12.861930116712589,4.7266745980762614,6.649698519400715,2
679499,2012-04-04,green,Restaurant,0,0,0,2,5.3863013698630136,FALSE,FALSE,58.32333333333333,25.77199360599184,16.57403743811647,20.20719292794907,0
679500,2012-04-04,orange,Restaurant,0,0,0,2,5.3863013698630136,FALSE,FALSE,58.32333333333333,40.998237650599165,14.577625264339243,33.388990767850906,0
679501,2012-03-15,green,Restaurant,0,0,0,2,1.83013698630137,FALSE,FALSE,70.14333333333333,11.580558087265475,24.395080103845565,20.97816525829391,0
679502,2012-04-04,orange,Restaurant,0,0,0,2,6.093150684931507,FALSE,FALSE,58.32333333333333,30.120996687735353,13.945310339050906,10.07289199283498,0
679505,2012-04-04,green,Restaurant,0,0,0,2,1.726027397260274,FALSE,FALSE,58.32333333333333,22.28218674369379,11.288628636074511,20.868849949316573,0
679506,2012-03-09,blue,Restaurant,0,0,0,2,0.7753424657534247,FALSE,FALSE,64.81333333333333,19.2772878717244,28.049817832697656,25.90147455108744,0
679517,2012-04-04,orange,Restaurant,0,0,0,2,3.2246575342465755,FALSE,FALSE,58.32333333333333,2.394245048536314,10.681099552117358,9.876036183692495,0
679518,2012-04-04,green,Restaurant,0,0,0,2,0.6547945205479452,FALSE,FALSE,58.32333333333333,25.671436336032233,16.855160625208832,21.182190682481938,0
679520,2012-03-14,green,Restaurant,0,0,0,0.38082191780821917,6.076712328767123,FALSE,FALSE,65.40666666666668,1.4889484974328134e-218,1.4742513049692213e-186,2.672663147708546e-237,0
679524,2012-03-13,blue,Restaurant,0,0,0,2,5.326027397260274,FALSE,FALSE,63.64333333333334,43.044712784520854,12.849937141511429,37.15411377129487,0
679525,2012-04-04,orange,Restaurant,0,0,0,2,0.8958904109589041,FALSE,FALSE,58.32333333333333,29.944922265085218,13.664173268505769,9.908192022922009,0
679531,2012-04-03,brown,Restaurant,0,0,0,2,5.635616438356164,FALSE,FALSE,53.04,13.65625111799299,13.913259263682603,17.87050104803785,0
679533,2012-04-04,orange,Restaurant,0,0,0,2,1.4136986301369863,FALSE,FALSE,58.32333333333333,6.973707307718228,19.195470764372843,13.306259511774613,0
679536,2012-03-09,green,Restaurant,0,0,0,2,5.567123287671233,FALSE,FALSE,64.81333333333333,23.629195564665977,17.26531946811656,11.365907722613116,0
